"","P","pm2","Alder","B.Ar","EL.Kar","EL.Kar.Original","O.Karak","O.Karak_num","BLEnergikWh","MatValg","MatValg_num","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","Etasje_num","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","Andelsnummer","InternIdBruksenhet","dist_cbd_km","geom"
"41",7905000,68739.1304347826,72,1949,1,"G","Orange",2,355.03,"Tre",4,"Fritt salg","Tomannsbolig",1,"469.8",0,0,0,0,0,0,2,289,"0.0","289.0","0.0",0,2,1,115,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-10-12 02:00:00,"4601/160/11/NA",4601,160,11,"0",139229835,"Langhaugen 3","langhaugen",3,NA,"H0101","5093","Småhus",1269685,"Tomannsbolig, horisontaldelt","Bolig","Bolig",8,4847320,3.69,c(-30190.97, 6731124.51)
"42",9300000,36470.5882352941,36,1985,3,"E","Yellow",3,222.98,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"617.7",0,0,0,0,0,0,1,255,"0.0","255.0","0.0",0,1,1,255,8,2,3,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-16 02:00:00,"4601/88/97/NA",4601,88,97,"0",9433007,"Nøttveitlia 29","nøttveitlia",29,NA,"H0101","5238","Småhus",999211,"Enebolig","Bolig","Bolig",9,4799877,11.13,c(-32430.7, 6723205.28)
"43",6890000,47517.2413793103,11,2011,6,"B","Orange",2,129.73,"Tre",4,"Fritt salg","Rekkehus/kjede",1,"314.9",0,0,0,0,0,0,1,145,"0.0","145.0","76.0",0,1,1,145,4,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-08 02:00:00,"4601/37/429/NA",4601,37,429,"0",300081963,"Grunnane 128","grunnane",128,NA,"H0101","5251","Småhus",867277,"Rekkehus","Bolig","Bolig",7,5775867,9.56,c(-35438.25, 6725387.42)
"44",7490000,101216.216216216,23,1997,4,"D","Orange",2,179.31,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"321.7",0,0,0,0,0,0,2,197,"0.0","197.0","0.0",0,1,1,74,3,1,1,1,0,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-24 01:00:00,"4601/35/525/NA",4601,35,525,"0",9571477,"Sandslibakken 115","sandslibakken",115,NA,NA,"5253","Småhus",2146345,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig",6,4819425,9.88,c(-36024.97, 6725291.2)
"45",4525000,35077.519379845,22,1997,3,"E","Orange",2,214.86,"Tre",4,"Fritt salg","Rekkehus/kjede",1,"192.8",0,0,0,0,0,0,1,129,"0.0","129.0","79.0",0,1,1,129,4,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-05-09 02:00:00,"4601/20/1660/NA",4601,20,1660,"0",9570454,"Gullstølsbotn 29","gullstølsbotn",29,NA,"H0101","5153","Småhus",528926,"Rekkehus","Bolig","Bolig",9,4819330,6.54,c(-33794.9, 6728026.63)
"46",3945000,34304.347826087,64,1957,1,"G","Lightgreen",4,419.64,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"1546.8",1,0,0,0,0,0,1,115,"0.0","115.0","0.0",0,1,1,115,6,2,2,1,0,2,"Hovedetasje","Kjøkken",2,"Tilkn. privat vannverk",2,"Privat kloakk",2021,"2021Q3",2021-08-11 02:00:00,"4601/5/62/NA",4601,5,62,"0",172956505,"Erdalsvegen 14","erdalsvegen",14,NA,"H0101","5226","Småhus",982565,"Enebolig","Bolig","Bolig",11,4955191,7.04,c(-27660.4, 6728806.14)
"47",4600000,25842.6966292135,33,1988,3,"E","Orange",2,231.12,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"857.6",0,0,0,0,0,0,1,178,"0.0","178.0","35.0",0,1,1,178,5,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-05 02:00:00,"4624/8/469/NA",4624,8,469,"0",12319932,"Stallen 21","stallen",21,NA,"H0101","5212","Småhus",957050,"Enebolig","Bolig","Bolig",5,7219640,18.12,c(-28044.5, 6716645.8)
"48",6990000,53769.2307692308,29,1993,3,"E","Orange",2,229.65,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"429.0",0,0,0,0,0,0,1,154,"0.0","154.0","0.0",0,1,1,130,5,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-07-11 02:00:00,"4601/10/696/NA",4601,10,696,"0",9493468,"Nattlandsrinden 171","nattlandsrinden",171,NA,NA,"5098","Småhus",766928,"Enebolig","Bolig","Bolig",9,4808648,5.73,c(-29710.5, 6729086.72)
"49",3930000,29328.3582089552,6,2015,6,"B","Red",1,125.38,"Tre",4,"Fritt salg","Rekkehus/kjede",1,"221.1",0,0,0,0,0,0,1,134,"0.0","134.0","107.0",0,1,1,134,5,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",2,"Privat kloakk",2021,"2021Q2",2021-06-04 02:00:00,"4626/51/382/NA",4626,51,382,"0",300509960,"Hellemyrvegen 48","helletoppen",48,NA,NA,"5177","Småhus",668313,"Rekkehus","Bolig","Bolig",6,6551002,11.65,c(-41195.57, 6727130.66)
"50",6010000,43550.7246376812,22,1998,5,"C","Red",1,150.94,"Tre",4,"Fritt salg","Tomannsbolig",1,"309.3",0,0,0,0,0,0,1,138,"0.0","138.0","0.0",0,1,1,138,4,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-04 02:00:00,"4601/43/979/NA",4601,43,979,"0",9580395,"Kjenndalstoppen 49","kjenndalstoppen",49,NA,"H0101","5225","Småhus",2539830,"Tomannsbolig, vertikaldelt","Bolig","Bolig",7,4768344,7.22,c(-29633.9, 6727509)
"51",3780000,23625,31,1988,3,"E","Orange",2,221.83,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"785.3",0,0,0,0,0,0,1,196,"0.0","196.0","160.0",0,1,1,160,5,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-03-20 01:00:00,"4627/14/260/NA",4627,14,260,"0",9818553,"Vinkelfjellet 22","vinkelfjellet",22,NA,NA,"5308","Småhus",336543,"Enebolig","Bolig","Bolig",5,92678,9.07,c(-39208.79, 6739862.94)
"52",6600000,42307.6923076923,31,1989,3,"E","Orange",2,237.22,"Tre",4,"Fritt salg","Uoppgitt",1,"179.8",0,0,0,0,0,0,1,159,"0.0","159.0","0.0",0,1,1,156,5,1,2,1,0,2,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q3",2020-07-14 02:00:00,"4601/10/674/NA",4601,10,674,"0",139873823,"Nattlandsrinden 127","nattlandsrinden",127,NA,"H0101","5098","Småhus",2744872,"Tomannsbolig, vertikaldelt","Bolig","Bolig",7,4947776,5.73,c(-29856.66, 6729024.71)
"53",3525000,22452.2292993631,31,1989,4,"D","Yellow",3,178.91,"Tre",4,"Fritt salg","Tomannsbolig",1,"404.5",0,0,0,0,0,0,2,315,"0.0","315.0","0.0",0,1,1,157,5,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-01-06 01:00:00,"4626/39/466/NA",4626,39,466,"0",12191944,"Nordre Knappen 71 A","nordre knappen",71,"A","H0101","5355","Småhus",1948401,"Tomannsbolig, vertikaldelt","Bolig","Bolig",6,330157,9.58,c(-41566.75, 6735227.18)
"54",7550000,39736.8421052632,13,2006,4,"D","Green",5,161.56,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"1704.0",0,0,0,0,0,0,2,274,"0.0","274.0","0.0",0,1,1,190,5,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-05-03 02:00:00,"4601/175/49/NA",4601,175,49,"0",23665298,"Hordvikneset 108 A","hordvikneset",108,"A","H0101","5108","Småhus",503098,"Tomannsbolig, vertikaldelt","Bolig","Bolig",5,7094646,14.32,c(-30976.72, 6748609.2)
"55",4020000,21729.7297297297,38,1981,2,"F","Orange",2,281.86,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"990.3",0,0,0,0,0,0,1,185,"0.0","185.0","0.0",0,1,1,185,5,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-08-14 02:00:00,"4624/59/43/NA",4624,59,43,"0",12531699,"Nordmarka 78","nordmarka",78,NA,"H0101","5211","Småhus",937769,"Enebolig","Bolig","Bolig",8,2336930,22.88,c(-26953.65, 6712018.25)
"56",4900000,28000,16,2004,5,"C","Yellow",3,139.51,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"896.6",0,0,0,0,0,0,1,175,"0.0","175.0","0.0",0,1,1,175,5,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-11 01:00:00,"4601/209/668/NA",4601,209,668,"0",23568144,"Glasskaret 45","glasskaret",45,NA,"H0101","5106","Småhus",2095171,"Enebolig","Bolig","Bolig",5,4830945,5.87,c(-30870.07, 6740079.9)
"57",4750000,81896.5517241379,7,2012,6,"B","Red",1,116.83,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"542.3",0,0,0,0,0,0,2,158,"0.0","158.0","107.0",0,1,1,58,2,1,1,1,0,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-10-30 01:00:00,"4601/176/279/NA",4601,176,279,"0",300210369,"Olderkjerret 135","olderkjerret",135,NA,"U0101","5108","Småhus",1288032,"Enebolig","Bolig","Bolig",6,6014602,13.63,c(-31553.82, 6747946.88)
"58",6000000,20202.0202020202,5,2014,6,"B","Red",1,113.05,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"812.0",0,0,0,0,0,0,1,297,"0.0","297.0","192.0",0,1,1,297,7,2,3,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-11-01 01:00:00,"4626/23/352/NA",4626,23,352,"0",300420613,"Vestre Angeltveit 8","vestre angeltveit",8,NA,NA,"5363","Småhus",1300027,"Enebolig","Bolig","Bolig",6,6379693,19.15,c(-50611.2, 6738948.28)
"59",5450000,28092.7835051546,24,1995,3,"E","Orange",2,207.82,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"691.0",0,0,0,0,0,0,1,194,"0.0","194.0","0.0",0,1,1,194,5,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-05-07 02:00:00,"4601/142/85/NA",4601,142,85,"0",9545069,"Olsvikskrenten 20","olsvikskrenten",20,NA,"H0101","5184","Småhus",517657,"Enebolig","Bolig","Bolig",5,4816807,6.39,c(-38418.33, 6734099.65)
"60",5850000,43014.7058823529,10,2009,5,"C","Red",1,145.95,"Tre",4,"Fritt salg","Rekkehus/kjede",1,"165.0",0,0,0,0,0,0,1,136,"0.0","136.0","0.0",0,1,1,136,4,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-05 02:00:00,"4601/7/281/NA",4601,7,281,"0",25598539,"Øvre Sædalsvegen 42","øvre sædalsvegen",42,NA,"H0101","5099","Småhus",637074,"Rekkehus","Bolig","Bolig",9,4771809,6.14,c(-29630.57, 6728670.11)
"61",4100000,35964.9122807018,34,1985,3,"E","Yellow",3,246.19,"Tre",4,"Fritt salg","Rekkehus/kjede",1,"199.1",0,0,0,0,0,0,1,114,"0.0","114.0","0.0",0,1,1,114,4,1,2,1,0,2,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2019,"2019Q2",2019-05-10 02:00:00,"4601/20/1137/NA",4601,20,1137,"0",139871022,"Bønesskogen 270","bønesskogen",270,NA,"H0101","5154","Småhus",533005,"Rekkehus","Bolig","Bolig",10,4947468,6.54,c(-34182.21, 6728145.19)
"62",7600000,176744.186046512,10,2009,5,"C","Green",5,143.95,"Mur/tegl",2,"Fritt salg","Frittliggende enebolig",1,"2558.5",1,0,0,0,0,0,2,442,"0.0","442.0","314.0",0,1,1,43,2,1,1,1,0,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",0,"Ikke Oppgitt",2019,"2019Q2",2019-05-07 02:00:00,"4627/4/1142/NA",4627,4,1142,"0",22992686,"Øvre Skogvegen 36","øvre skogvegen",36,NA,NA,"5306","Småhus",518537,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig",4,6938816,8.59,c(-36679.78, 6741551.08)
"63",2200000,15277.7777777778,19,2000,5,"C","Yellow",3,145.69,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"1318.6",0,0,0,0,0,0,1,144,"0.0","144.0","0.0",0,1,1,144,5,2,2,1,0,2,"Hovedetasje","Kjøkken",2,"Tilkn. privat vannverk",2,"Privat kloakk",2019,"2019Q2",2019-06-28 02:00:00,"4631/11/108/NA",4631,11,108,"0",19235777,"Hosøyvegen 179","hosøyvegen",179,NA,"H0101","5993","Småhus",745905,"Enebolig","Bolig","Bolig",4,2204248,33.35,c(-24375.65, 6766787.97)
"64",8125000,43918.9189189189,16,2003,5,"C","Red",1,148.64,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"847.4",0,0,0,0,0,0,1,185,"0.0","185.0","89.0",0,1,1,185,4,2,2,1,0,2,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",1,"Offentlig kloakk",2019,"2019Q2",2019-06-04 02:00:00,"4601/209/642/NA",4601,209,642,"0",20780339,"Glasskaråsen 70","glasskaråsen",70,NA,"H0101","5106","Småhus",629133,"Enebolig","Bolig","Bolig",4,4829309,6.16,c(-30998.42, 6740395.7)
"65",4850000,30503.144654088,4,2015,5,"C","Orange",2,131.14,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"937.7",0,0,0,0,0,0,1,159,"0.0","159.0","118.0",0,1,1,159,4,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-04-02 02:00:00,"4627/29/320/NA",4627,29,320,"0",300501551,"Vestheim 107","vestheim",107,NA,NA,"5314","Småhus",389432,"Enebolig","Bolig","Bolig",7,6565278,18.88,c(-43701.39, 6749159.84)
"66",4225000,18290.0432900433,32,1987,3,"E","Yellow",3,197.56,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"1250.0",0,0,0,0,0,0,1,231,"0.0","231.0","0.0",0,1,1,231,4,1,2,1,0,2,"Hovedetasje","Kjøkken",3,"Privat innlagt",2,"Privat kloakk",2019,"2019Q1",2019-03-20 01:00:00,"4624/14/27/NA",4624,14,27,"0",9770488,"Sperrevikvegen 14","sperrevikvegen",14,NA,"H0101","5215","Småhus",336267,"Enebolig","Bolig","Bolig",7,2317069,19.57,c(-31571.89, 6714759.99)
"67",2875000,21296.2962962963,14,2005,4,"D","Orange",2,172.54,"Tre",4,"Fritt salg","Tomannsbolig",1,"964.2",0,0,0,0,0,0,1,135,"0.0","135.0","0.0",0,1,1,135,4,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-10-01 02:00:00,"4626/21/124/NA",4626,21,124,"0",22583646,"Tunfjellvegen 17","tunfjellvegen",17,NA,"H0101","5363","Småhus",1149197,"Tomannsbolig, vertikaldelt","Bolig","Bolig",11,364555,18.13,c(-50007.12, 6736667.49)
"68",5990000,47920,20,1999,4,"D","Orange",2,184.07,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"345.5",0,0,0,0,0,0,1,149,"0.0","149.0","0.0",0,1,1,125,4,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-03-22 01:00:00,"4601/37/274/NA",4601,37,274,"0",20741104,"Østre Nordeidbrekka 19","østre nordeidbrekka",19,NA,NA,"5252","Småhus",347309,"Enebolig","Bolig","Bolig",3,4824444,9.26,c(-35591.7, 6725779.74)
"69",3150000,26033.0578512397,1,2018,5,"C","Orange",2,135.26,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"866.9",0,0,0,0,0,0,1,121,"0.0","121.0","101.0",0,1,1,121,9,3,3,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-05 02:00:00,"4626/20/314/NA",4626,20,314,"0",300590044,"Midtfjellet 66","midtfjellet",66,NA,"H0101","5363","Småhus",633756,"Enebolig","Bolig","Bolig",5,7138060,18.41,c(-50442.78, 6734430.59)
"70",5075000,23938.679245283,28,1991,4,"D","Yellow",3,182.97,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"672.1",0,0,0,0,0,0,1,212,"0.0","212.0","0.0",0,1,1,212,4,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-05-06 02:00:00,"4601/143/779/NA",4601,143,779,"0",9517219,"Øvre Krabbedalen 6","øvre krabbedalen",6,NA,"H0101","5178","Småhus",506381,"Enebolig","Bolig","Bolig",15,4812946,5.56,c(-37569.87, 6733845.29)
"71",4725000,34239.1304347826,19,2000,5,"C","Orange",2,161.12,"Tre",4,"Fritt salg","Rekkehus/kjede",1,"151.8",0,0,0,0,0,0,1,138,"0.0","138.0","0.0",0,1,1,138,5,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-03-21 01:00:00,"4601/35/606/NA",4601,35,606,"0",20745215,"Dolvikhaugene 23","dolvikhaugene",23,NA,"H0101","5252","Småhus",342441,"Rekkehus","Bolig","Bolig",7,4825035,9.59,c(-36063.89, 6725619.93)
"72",3800000,35849.0566037736,4,2015,6,"B","Orange",2,131.23,"Tre",4,"Fritt salg","Rekkehus/kjede",1,"399.4",0,0,0,0,0,0,1,106,"0.0","106.0","86.0",0,1,1,106,4,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-04-03 02:00:00,"4601/170/366/NA",4601,170,366,"0",300422309,"Litlaskarstien 11","litlaskarstien",11,NA,NA,"5111","Småhus",394332,"Rekkehus","Bolig","Bolig",5,6382885,11.52,c(-26987.21, 6744677.1)
"73",5600000,23829.7872340426,14,2005,5,"C","Yellow",3,138.75,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"997.6",0,0,0,0,0,0,1,235,"0.0","235.0","0.0",0,1,1,235,4,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-07-04 02:00:00,"4624/44/536/NA",4624,44,536,"0",21719560,"Halhjemsmarka 270","halhjemsmarka",270,NA,"H0101","5208","Småhus",776312,"Enebolig","Bolig","Bolig",7,6085406,28.86,c(-29723.77, 6705552.57)
"74",3410000,26850.3937007874,17,2002,4,"D","Orange",2,190.51,"Tre",4,"Fritt salg","Tomannsbolig",1,"463.4",0,0,0,0,0,0,1,127,"0.0","127.0","97.0",0,1,1,127,5,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",0,"Ikke Oppgitt",2019,"2019Q3",2019-07-11 02:00:00,"4631/1/369/NA",4631,1,369,"0",21166855,"Høgdene 6","høgdene",6,NA,"H0101","5918","Småhus",810624,"Tomannsbolig, vertikaldelt","Bolig","Bolig",7,1289915,16.21,c(-32709.41, 6750519.35)
"75",5400000,37241.3793103448,16,2003,4,"D","Orange",2,165.53,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"243.3",0,0,0,0,0,0,1,145,"0.0","145.0","0.0",0,1,1,145,4,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-05-08 02:00:00,"4601/7/229/NA",4601,7,229,"0",20783591,"Sædalssvingene 54","sædalssvingene",54,NA,"H0101","5099","Småhus",524428,"Enebolig","Bolig","Bolig",5,4829555,6.28,c(-28963.84, 6728849.14)
"76",6300000,46666.6666666667,66,1954,1,"G","Yellow",3,317.89,"Betong",1,"Fritt salg","Rekkehus/kjede",1,"317.5",0,0,0,0,0,0,1,135,"0.0","135.0","52.0",0,1,1,135,4,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-04 01:00:00,"4601/161/242/NA",4601,161,242,"0",139243323,"Sollien 60 A","sollien",60,"A","H0101","5096","Småhus",2183776,"Rekkehus","Bolig","Bolig",7,4850422,3.63,c(-29809.69, 6731450.24)
"77",4850000,32550.3355704698,0,2020,5,"C","Orange",2,142.55,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"1456.3",0,0,0,0,0,0,1,149,"0.0","149.0","161.0",0,1,1,149,5,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-16 01:00:00,"4627/18/625/NA",4627,18,625,"0",300732425,"Friluftsvegen 43 D","friluftsvegen",43,"D","H0101","5310","Småhus",2234366,"Enebolig","Bolig","Bolig",9,6992944,13.83,c(-42859.34, 6742925.97)
"78",3850000,28518.5185185185,17,2003,4,"D","Orange",2,179.04,"Tre",4,"Fritt salg","Tomannsbolig",1,"402.7",0,0,0,0,0,0,1,135,"0.0","135.0","0.0",0,1,1,135,5,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-05-06 02:00:00,"4627/10/581/NA",4627,10,581,"0",19722716,"Lyngmarka 47 A","lyngmarka",47,"A","H0101","5302","Småhus",2418026,"Tomannsbolig, vertikaldelt","Bolig","Bolig",5,138461,7.99,c(-39509.19, 6737124.52)
"79",2850000,23360.6557377049,31,1989,4,"D","Yellow",3,197.73,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"799.1",0,0,0,0,0,0,1,122,"0.0","122.0","0.0",0,1,1,122,5,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",2,"Privat kloakk",2020,"2020Q3",2020-07-01 02:00:00,"4626/234/203/NA",4626,234,203,"0",9859624,"Knappestigen 8","knappestigen",8,NA,"H0101","5337","Småhus",2679300,"Enebolig","Bolig","Bolig",11,1362367,21.59,c(-50710.48, 6745151.88)
"80",6500000,30952.380952381,13,2007,5,"C","Orange",2,139.63,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"1916.3",0,0,0,0,0,0,1,210,"0.0","210.0","0.0",0,1,1,210,5,3,3,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",0,"Ikke Oppgitt",2020,"2020Q3",2020-07-17 02:00:00,"4631/322/30/NA",4631,322,30,"0",21172510,"Juviknipa 7","juviknipa",7,NA,"H0101","5918","Småhus",2761343,"Enebolig","Bolig","Bolig",3,1294092,14.17,c(-35501.21, 6748064.08)
"81",4900000,35251.7985611511,36,1984,3,"E","Yellow",3,235.71,"Tre",4,"Fritt salg","Rekkehus/kjede",1,"328.8",0,0,0,0,0,0,1,136,"0.0","136.0","0.0",0,1,1,139,4,1,2,1,0,2,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q2",2020-04-03 02:00:00,"4601/121/727/NA",4601,121,727,"0",139898826,"Nordåsvegen 225","nordåsvegen",225,NA,"H0101","5235","Småhus",2304616,"Rekkehus","Bolig","Bolig",6,4950313,9.95,c(-34310.62, 6724641.93)
"82",4150000,20048.309178744,30,1990,4,"D","Orange",2,170.61,"Mur/tegl",2,"Fritt salg","Frittliggende enebolig",1,"467.5",0,0,0,0,0,0,1,207,"0.0","207.0","0.0",0,1,1,207,5,2,2,1,0,2,"Hovedetasje","Kjøkken",2,"Tilkn. privat vannverk",2,"Privat kloakk",2020,"2020Q3",2020-08-04 02:00:00,"4626/39/492/NA",4626,39,492,"0",12193009,"Rennedalsvegen 19","rennedalsvegen",19,NA,"H0101","5355","Småhus",2827236,"Enebolig","Bolig","Bolig",3,331213,9.35,c(-41362.46, 6733780.39)
